barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads
barcode31,Pf3D7_13_v3,1724567,1286,1725853,919.9828926905132,kelch13-p383-727,98.13374805598755,1183098,1262,1784
barcode32,Pf3D7_11_v3,1294074,826,1294900,6281.5799031477,ama1-p74-384,97.6997578692494,5188585,807,12537
barcode32,Pf3D7_13_v3,1724567,1286,1725853,1928.6508553654744,kelch13-p383-727,98.28926905132192,2480245,1264,3874
barcode33,Pf3D7_11_v3,1294074,826,1294900,1320.4358353510895,ama1-p74-384,97.3365617433414,1090680,804,2503
barcode33,Pf3D7_13_v3,1724567,1286,1725853,1202.7597200622083,kelch13-p383-727,98.28926905132192,1546749,1264,2452
barcode34,Pf3D7_11_v3,1294074,826,1294900,10169.717917675544,ama1-p74-384,97.82082324455206,8400187,808,19019
barcode34,Pf3D7_13_v3,1724567,1286,1725853,13.953343701399689,kelch13-p383-727,0.0,17944,0,25
barcode35,Pf3D7_11_v3,1294074,826,1294900,2845.5351089588376,ama1-p74-384,97.57869249394672,2350412,806,5185
barcode35,Pf3D7_13_v3,1724567,1286,1725853,1115.227060653188,kelch13-p383-727,98.21150855365474,1434182,1263,2191
barcode36,Pf3D7_11_v3,1294074,826,1294900,6322.635593220339,ama1-p74-384,97.6997578692494,5222497,807,11872
barcode36,Pf3D7_13_v3,1724567,1286,1725853,25.40746500777605,kelch13-p383-727,0.0,32674,0,60
barcode37,Pf3D7_11_v3,1294074,826,1294900,4446.990314769976,ama1-p74-384,97.57869249394672,3673214,806,8476
barcode37,Pf3D7_13_v3,1724567,1286,1725853,0.395800933125972,kelch13-p383-727,0.0,509,0,3
barcode38,Pf3D7_11_v3,1294074,826,1294900,8813.790556900727,ama1-p74-384,97.6997578692494,7280191,807,16201
barcode38,Pf3D7_13_v3,1724567,1286,1725853,2704.1275272161743,kelch13-p383-727,98.28926905132192,3477508,1264,5129
barcode39,Pf3D7_11_v3,1294074,826,1294900,5371.239709443099,ama1-p74-384,97.6997578692494,4436644,807,11803
barcode39,Pf3D7_13_v3,1724567,1286,1725853,66.57231726283048,kelch13-p383-727,0.0,85612,0,183
barcode40,Pf3D7_11_v3,1294074,826,1294900,4975.6852300242135,ama1-p74-384,97.6997578692494,4109916,807,9724
barcode40,Pf3D7_13_v3,1724567,1286,1725853,440.04510108864696,kelch13-p383-727,97.97822706065318,565898,1260,1007
barcode41,Pf3D7_11_v3,1294074,826,1294900,4733.918886198548,ama1-p74-384,97.57869249394672,3910217,806,8749
barcode41,Pf3D7_13_v3,1724567,1286,1725853,2459.4704510108863,kelch13-p383-727,98.28926905132192,3162879,1264,5055
barcode42,Pf3D7_11_v3,1294074,826,1294900,6191.130750605327,ama1-p74-384,97.6997578692494,5113874,807,12070
barcode42,Pf3D7_13_v3,1724567,1286,1725853,2815.200622083981,kelch13-p383-727,98.28926905132192,3620348,1264,5518
barcode43,Pf3D7_11_v3,1294074,826,1294900,5537.0617433414045,ama1-p74-384,97.57869249394672,4573613,806,9880
barcode43,Pf3D7_13_v3,1724567,1286,1725853,207.93312597200625,kelch13-p383-727,80.48211508553655,267402,1035,473
barcode44,Pf3D7_11_v3,1294074,826,1294900,11891.07627118644,ama1-p74-384,97.82082324455206,9822029,808,22439
barcode44,Pf3D7_13_v3,1724567,1286,1725853,1384.047433903577,kelch13-p383-727,98.21150855365474,1779885,1263,2901
barcode45,Pf3D7_11_v3,1294074,826,1294900,14613.329297820825,ama1-p74-384,97.82082324455206,12070610,808,30107
barcode45,Pf3D7_13_v3,1724567,1286,1725853,3856.6368584758943,kelch13-p383-727,98.36702954898912,4959635,1265,7566
barcode46,Pf3D7_11_v3,1294074,826,1294900,3005.5181598062954,ama1-p74-384,97.57869249394672,2482558,806,5589
barcode46,Pf3D7_13_v3,1724567,1286,1725853,503.5660964230171,kelch13-p383-727,98.13374805598755,647586,1262,1075
barcode47,Pf3D7_11_v3,1294074,826,1294900,6980.101694915255,ama1-p74-384,97.82082324455206,5765564,808,12731
barcode47,Pf3D7_13_v3,1724567,1286,1725853,209.78926905132192,kelch13-p383-727,90.27993779160188,269789,1161,474
barcode48,Pf3D7_11_v3,1294074,826,1294900,6052.633171912833,ama1-p74-384,97.6997578692494,4999475,807,11828
barcode48,Pf3D7_13_v3,1724567,1286,1725853,3747.41135303266,kelch13-p383-727,98.4447900466563,4819171,1266,7259
barcode49,Pf3D7_11_v3,1294074,826,1294900,6035.307506053269,ama1-p74-384,97.6997578692494,4985164,807,11814
barcode49,Pf3D7_13_v3,1724567,1286,1725853,1382.8514774494556,kelch13-p383-727,98.21150855365474,1778347,1263,2897
barcode50,Pf3D7_11_v3,1294074,826,1294900,2528.6162227602904,ama1-p74-384,97.57869249394672,2088637,806,4991
barcode50,Pf3D7_13_v3,1724567,1286,1725853,8.918351477449455,kelch13-p383-727,0.0,11469,0,37
barcode51,Pf3D7_11_v3,1294074,826,1294900,3451.2082324455205,ama1-p74-384,97.57869249394672,2850698,806,6622
barcode51,Pf3D7_13_v3,1724567,1286,1725853,1086.804821150855,kelch13-p383-727,98.13374805598755,1397631,1262,2435
barcode52,Pf3D7_11_v3,1294074,826,1294900,2113.3728813559323,ama1-p74-384,97.57869249394672,1745646,806,4403
barcode52,Pf3D7_13_v3,1724567,1286,1725853,690.8880248833592,kelch13-p383-727,98.13374805598755,888482,1262,1479
barcode53,Pf3D7_11_v3,1294074,826,1294900,4042.18401937046,ama1-p74-384,97.57869249394672,3338844,806,7745
barcode53,Pf3D7_13_v3,1724567,1286,1725853,1846.2667185069984,kelch13-p383-727,98.21150855365474,2374299,1263,3777
barcode54,Pf3D7_11_v3,1294074,826,1294900,4707.818401937046,ama1-p74-384,97.57869249394672,3888658,806,8548
barcode54,Pf3D7_13_v3,1724567,1286,1725853,89.62752721617419,kelch13-p383-727,52.64385692068429,115261,677,224
barcode55,Pf3D7_11_v3,1294074,826,1294900,6511.777239709443,ama1-p74-384,97.82082324455206,5378728,808,12328
barcode55,Pf3D7_13_v3,1724567,1286,1725853,3637.052099533437,kelch13-p383-727,98.28926905132192,4677249,1264,6706
barcode56,Pf3D7_11_v3,1294074,826,1294900,2562.1476997578693,ama1-p74-384,97.57869249394672,2116334,806,5234
barcode56,Pf3D7_13_v3,1724567,1286,1725853,1.8732503888024885,kelch13-p383-727,0.0,2409,0,3
barcode57,Pf3D7_11_v3,1294074,826,1294900,8840.506053268766,ama1-p74-384,97.82082324455206,7302258,808,16775
barcode57,Pf3D7_13_v3,1724567,1286,1725853,581.5311041990668,kelch13-p383-727,97.97822706065318,747849,1260,1170
barcode58,Pf3D7_11_v3,1294074,826,1294900,740.2167070217918,ama1-p74-384,97.3365617433414,611419,804,1433
barcode58,Pf3D7_13_v3,1724567,1286,1725853,910.8040435458788,kelch13-p383-727,98.21150855365474,1171294,1263,1786
barcode59,Pf3D7_11_v3,1294074,826,1294900,4058.693704600484,ama1-p74-384,97.6997578692494,3352481,807,8523
barcode59,Pf3D7_13_v3,1724567,1286,1725853,3233.5396578538102,kelch13-p383-727,98.36702954898912,4158332,1265,6326
barcode60,Pf3D7_11_v3,1294074,826,1294900,3842.846246973365,ama1-p74-384,97.57869249394672,3174191,806,7165
barcode60,Pf3D7_13_v3,1724567,1286,1725853,4453.606531881804,kelch13-p383-727,98.4447900466563,5727338,1266,9132
barcode61,Pf3D7_11_v3,1294074,826,1294900,4576.443099273608,ama1-p74-384,97.57869249394672,3780142,806,8621
barcode61,Pf3D7_13_v3,1724567,1286,1725853,1533.1454121306376,kelch13-p383-727,98.21150855365474,1971625,1263,3299
barcode62,Pf3D7_11_v3,1294074,826,1294900,994.5411622276029,ama1-p74-384,97.21549636803874,821491,803,1841
barcode62,Pf3D7_13_v3,1724567,1286,1725853,1815.9416796267496,kelch13-p383-727,98.28926905132192,2335301,1264,3608
barcode63,Pf3D7_11_v3,1294074,826,1294900,2712.391041162228,ama1-p74-384,97.57869249394672,2240435,806,5107
barcode63,Pf3D7_13_v3,1724567,1286,1725853,4149.139968895801,kelch13-p383-727,98.4447900466563,5335794,1266,8283
barcode64,Pf3D7_11_v3,1294074,826,1294900,93.37772397094432,ama1-p74-384,49.63680387409201,77130,410,198
barcode64,Pf3D7_13_v3,1724567,1286,1725853,5.863919129082426,kelch13-p383-727,0.0,7541,0,12
barcode65,Pf3D7_11_v3,1294074,826,1294900,6853.481840193705,ama1-p74-384,97.6997578692494,5660976,807,13231
barcode65,Pf3D7_13_v3,1724567,1286,1725853,2594.5839813374805,kelch13-p383-727,98.28926905132192,3336635,1264,5176
barcode66,Pf3D7_11_v3,1294074,826,1294900,2311.6707021791767,ama1-p74-384,97.45762711864408,1909440,805,4331
barcode66,Pf3D7_13_v3,1724567,1286,1725853,2079.9510108864697,kelch13-p383-727,98.28926905132192,2674817,1264,4046
barcode67,Pf3D7_11_v3,1294074,826,1294900,4317.501210653753,ama1-p74-384,97.57869249394672,3566256,806,8161
barcode67,Pf3D7_13_v3,1724567,1286,1725853,1191.8219284603422,kelch13-p383-727,98.13374805598755,1532683,1262,2538
barcode68,Pf3D7_11_v3,1294074,826,1294900,8696.884987893462,ama1-p74-384,97.82082324455206,7183627,808,16465
barcode68,Pf3D7_13_v3,1724567,1286,1725853,1536.348367029549,kelch13-p383-727,98.21150855365474,1975744,1263,3326
barcode69,Pf3D7_11_v3,1294074,826,1294900,7368.6150121065375,ama1-p74-384,97.6997578692494,6086476,807,13457
barcode69,Pf3D7_13_v3,1724567,1286,1725853,1833.8359253499225,kelch13-p383-727,98.21150855365474,2358313,1263,3634
barcode70,Pf3D7_11_v3,1294074,826,1294900,2291.1585956416466,ama1-p74-384,97.57869249394672,1892497,806,4373
barcode70,Pf3D7_13_v3,1724567,1286,1725853,3597.1345256609643,kelch13-p383-727,98.4447900466563,4625915,1266,6786
barcode71,Pf3D7_11_v3,1294074,826,1294900,6036.527845036319,ama1-p74-384,97.6997578692494,4986172,807,11876
barcode71,Pf3D7_13_v3,1724567,1286,1725853,1911.048211508553,kelch13-p383-727,98.21150855365474,2457608,1263,3605
barcode72,Pf3D7_11_v3,1294074,826,1294900,3454.537530266344,ama1-p74-384,97.6997578692494,2853448,807,6846
barcode72,Pf3D7_13_v3,1724567,1286,1725853,2750.549766718507,kelch13-p383-727,98.28926905132192,3537207,1264,5274
barcode73,Pf3D7_11_v3,1294074,826,1294900,1610.3946731234869,ama1-p74-384,97.3365617433414,1330186,804,3245
barcode73,Pf3D7_13_v3,1724567,1286,1725853,3462.307931570762,kelch13-p383-727,98.4447900466563,4452528,1266,6752
barcode74,Pf3D7_11_v3,1294074,826,1294900,1535.957627118644,ama1-p74-384,97.3365617433414,1268701,804,2908
barcode74,Pf3D7_13_v3,1724567,1286,1725853,697.3180404354588,kelch13-p383-727,98.13374805598755,896751,1262,1380
barcode75,Pf3D7_11_v3,1294074,826,1294900,2548.8728813559323,ama1-p74-384,97.57869249394672,2105369,806,5017
barcode75,Pf3D7_13_v3,1724567,1286,1725853,1893.1329704510108,kelch13-p383-727,98.21150855365474,2434569,1263,3485
barcode76,Pf3D7_11_v3,1294074,826,1294900,4006.041162227603,ama1-p74-384,97.57869249394672,3308990,806,8071
barcode76,Pf3D7_13_v3,1724567,1286,1725853,231.7978227060653,kelch13-p383-727,97.4339035769829,298092,1253,531
barcode77,Pf3D7_11_v3,1294074,826,1294900,8382.181598062954,ama1-p74-384,97.82082324455206,6923682,808,15921
barcode77,Pf3D7_13_v3,1724567,1286,1725853,1048.554432348367,kelch13-p383-727,98.21150855365474,1348441,1263,2101
barcode78,Pf3D7_11_v3,1294074,826,1294900,6764.914043583535,ama1-p74-384,97.6997578692494,5587819,807,13174
barcode78,Pf3D7_13_v3,1724567,1286,1725853,2713.942457231726,kelch13-p383-727,98.28926905132192,3490130,1264,5293
barcode79,Pf3D7_11_v3,1294074,826,1294900,8868.233656174334,ama1-p74-384,97.82082324455206,7325161,808,16705
barcode79,Pf3D7_13_v3,1724567,1286,1725853,3866.248833592535,kelch13-p383-727,98.36702954898912,4971996,1265,7430
barcode80,Pf3D7_11_v3,1294074,826,1294900,5185.330508474576,ama1-p74-384,97.6997578692494,4283083,807,9741
barcode80,Pf3D7_13_v3,1724567,1286,1725853,3463.096423017107,kelch13-p383-727,98.4447900466563,4453542,1266,6522
barcode81,Pf3D7_11_v3,1294074,826,1294900,3240.5290556900727,ama1-p74-384,97.57869249394672,2676677,806,6069
barcode81,Pf3D7_13_v3,1724567,1286,1725853,4061.145412130638,kelch13-p383-727,98.4447900466563,5222633,1266,7838
barcode82,Pf3D7_11_v3,1294074,826,1294900,826.7082324455206,ama1-p74-384,97.3365617433414,682861,804,1620
barcode82,Pf3D7_13_v3,1724567,1286,1725853,1065.5233281493,kelch13-p383-727,98.21150855365474,1370263,1263,2143
barcode83,Pf3D7_11_v3,1294074,826,1294900,3666.536319612591,ama1-p74-384,97.57869249394672,3028559,806,6902
barcode83,Pf3D7_13_v3,1724567,1286,1725853,4111.283048211509,kelch13-p383-727,98.4447900466563,5287110,1266,8282
barcode84,Pf3D7_11_v3,1294074,826,1294900,1539.1150121065375,ama1-p74-384,97.45762711864408,1271309,805,2909
barcode84,Pf3D7_13_v3,1724567,1286,1725853,2528.391912908243,kelch13-p383-727,98.28926905132192,3251512,1264,5038
barcode85,Pf3D7_11_v3,1294074,826,1294900,4042.197336561743,ama1-p74-384,97.57869249394672,3338855,806,7972
barcode85,Pf3D7_13_v3,1724567,1286,1725853,2060.9665629860037,kelch13-p383-727,98.28926905132192,2650403,1264,4353
barcode86,Pf3D7_11_v3,1294074,826,1294900,3369.983050847457,ama1-p74-384,97.57869249394672,2783606,806,6127
barcode86,Pf3D7_13_v3,1724567,1286,1725853,520.6360808709176,kelch13-p383-727,97.97822706065318,669538,1260,1164
barcode87,Pf3D7_11_v3,1294074,826,1294900,4672.6598062954,ama1-p74-384,97.57869249394672,3859617,806,9204
barcode87,Pf3D7_13_v3,1724567,1286,1725853,2396.5839813374805,kelch13-p383-727,98.21150855365474,3082007,1263,5422
barcode88,Pf3D7_11_v3,1294074,826,1294900,4125.318401937046,ama1-p74-384,97.6997578692494,3407513,807,8033
barcode88,Pf3D7_13_v3,1724567,1286,1725853,4541.512441679627,kelch13-p383-727,98.4447900466563,5840385,1266,9093
unclassified,Pf3D7_11_v3,1294074,826,1294900,22918.85351089588,ama1-p74-384,98.0629539951574,18930973,810,42395
unclassified,Pf3D7_13_v3,1724567,1286,1725853,9577.667185069984,kelch13-p383-727,98.4447900466563,12316880,1266,18385
