barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads
barcode10,Pf3D7_13_v3,1724567,1286,1725853,1628.1290824261275,kelch13-p383-727,98.21150855365474,2093774,1263,3494
barcode11,Pf3D7_11_v3,1294074,826,1294900,5931.349878934625,ama1-p74-384,97.57869249394672,4899295,806,10898
barcode11,Pf3D7_13_v3,1724567,1286,1725853,3.35303265940902,kelch13-p383-727,0.0,4312,0,10
barcode12,Pf3D7_11_v3,1294074,826,1294900,1505.2481840193705,ama1-p74-384,97.3365617433414,1243335,804,2974
barcode12,Pf3D7_13_v3,1724567,1286,1725853,1266.4720062208398,kelch13-p383-727,98.21150855365474,1628683,1263,2598
barcode13,Pf3D7_11_v3,1294074,826,1294900,5992.966101694915,ama1-p74-384,97.6997578692494,4950190,807,12015
barcode13,Pf3D7_13_v3,1724567,1286,1725853,1120.02099533437,kelch13-p383-727,98.13374805598755,1440347,1262,2392
barcode14,Pf3D7_11_v3,1294074,826,1294900,5900.3983050847455,ama1-p74-384,97.6997578692494,4873729,807,11892
barcode14,Pf3D7_13_v3,1724567,1286,1725853,697.9393468118196,kelch13-p383-727,97.900466562986,897550,1259,1731
barcode15,Pf3D7_11_v3,1294074,826,1294900,2057.1622276029057,ama1-p74-384,97.57869249394672,1699216,806,4012
barcode15,Pf3D7_13_v3,1724567,1286,1725853,715.9082426127527,kelch13-p383-727,98.13374805598755,920658,1262,1511
barcode16,Pf3D7_11_v3,1294074,826,1294900,5808.796610169492,ama1-p74-384,97.6997578692494,4798066,807,11078
barcode16,Pf3D7_13_v3,1724567,1286,1725853,343.303265940902,kelch13-p383-727,97.27838258164851,441488,1251,780
barcode17,Pf3D7_11_v3,1294074,826,1294900,1517.7905569007264,ama1-p74-384,97.45762711864408,1253695,805,3034
barcode17,Pf3D7_13_v3,1724567,1286,1725853,929.9720062208398,kelch13-p383-727,98.13374805598755,1195944,1262,2027
barcode18,Pf3D7_11_v3,1294074,826,1294900,1885.952784503632,ama1-p74-384,97.45762711864408,1557797,805,3785
barcode18,Pf3D7_13_v3,1724567,1286,1725853,1445.7978227060653,kelch13-p383-727,98.21150855365474,1859296,1263,2966
barcode19,Pf3D7_11_v3,1294074,826,1294900,4131.784503631961,ama1-p74-384,97.57869249394672,3412854,806,7634
barcode19,Pf3D7_13_v3,1724567,1286,1725853,790.0,kelch13-p383-727,97.97822706065318,1015940,1260,1715
barcode20,Pf3D7_11_v3,1294074,826,1294900,2171.7845036319613,ama1-p74-384,97.45762711864408,1793894,805,4048
barcode20,Pf3D7_13_v3,1724567,1286,1725853,1184.1337480559876,kelch13-p383-727,98.13374805598755,1522796,1262,2391
barcode21,Pf3D7_11_v3,1294074,826,1294900,3959.963680387409,ama1-p74-384,97.57869249394672,3270930,806,8138
barcode21,Pf3D7_13_v3,1724567,1286,1725853,399.554432348367,kelch13-p383-727,97.66718506998444,513827,1256,1009
barcode22,Pf3D7_11_v3,1294074,826,1294900,3369.728813559322,ama1-p74-384,97.6997578692494,2783396,807,6764
barcode22,Pf3D7_13_v3,1724567,1286,1725853,4230.00233281493,kelch13-p383-727,98.4447900466563,5439783,1266,8113
barcode23,Pf3D7_11_v3,1294074,826,1294900,1132.9443099273608,ama1-p74-384,97.21549636803874,935812,803,2230
barcode23,Pf3D7_13_v3,1724567,1286,1725853,38.11897356143079,kelch13-p383-727,0.0,49021,0,93
barcode24,Pf3D7_11_v3,1294074,826,1294900,2962.1307506053267,ama1-p74-384,97.45762711864408,2446720,805,5432
barcode24,Pf3D7_13_v3,1724567,1286,1725853,0.9657853810264384,kelch13-p383-727,0.0,1242,0,4
barcode25,Pf3D7_11_v3,1294074,826,1294900,6434.037530266344,ama1-p74-384,97.6997578692494,5314515,807,12054
barcode25,Pf3D7_13_v3,1724567,1286,1725853,1566.4782270606531,kelch13-p383-727,98.21150855365474,2014491,1263,3230
barcode26,Pf3D7_11_v3,1294074,826,1294900,4097.973365617433,ama1-p74-384,97.57869249394672,3384926,806,7682
barcode26,Pf3D7_13_v3,1724567,1286,1725853,674.4354587869362,kelch13-p383-727,98.13374805598755,867324,1262,1416
barcode27,Pf3D7_11_v3,1294074,826,1294900,5572.479418886199,ama1-p74-384,97.57869249394672,4602868,806,10113
barcode27,Pf3D7_13_v3,1724567,1286,1725853,41.48289269051322,kelch13-p383-727,0.0,53347,0,104
barcode28,Pf3D7_11_v3,1294074,826,1294900,16001.11622276029,ama1-p74-384,97.82082324455206,13216922,808,32386
barcode28,Pf3D7_13_v3,1724567,1286,1725853,8.187402799377915,kelch13-p383-727,0.0,10529,0,21
barcode29,Pf3D7_11_v3,1294074,826,1294900,4769.37167070218,ama1-p74-384,97.6997578692494,3939501,807,8717
barcode29,Pf3D7_13_v3,1724567,1286,1725853,2818.913685847589,kelch13-p383-727,98.28926905132192,3625123,1264,5468
barcode30,Pf3D7_11_v3,1294074,826,1294900,4015.325665859564,ama1-p74-384,97.57869249394672,3316659,806,7897
barcode30,Pf3D7_13_v3,1724567,1286,1725853,4365.657076205288,kelch13-p383-727,98.4447900466563,5614235,1266,8468
barcode31,Pf3D7_11_v3,1294074,826,1294900,6187.180387409201,ama1-p74-384,97.6997578692494,5110611,807,12401
barcode31,Pf3D7_13_v3,1724567,1286,1725853,932.1524105754276,kelch13-p383-727,98.13374805598755,1198748,1262,1814
barcode32,Pf3D7_11_v3,1294074,826,1294900,6376.307506053269,ama1-p74-384,97.6997578692494,5266830,807,12733
barcode32,Pf3D7_13_v3,1724567,1286,1725853,1970.7029548989117,kelch13-p383-727,98.28926905132192,2534324,1264,3956
barcode33,Pf3D7_11_v3,1294074,826,1294900,1346.5133171912832,ama1-p74-384,97.3365617433414,1112220,804,2551
barcode33,Pf3D7_13_v3,1724567,1286,1725853,1225.50233281493,kelch13-p383-727,98.28926905132192,1575996,1264,2497
barcode34,Pf3D7_11_v3,1294074,826,1294900,10344.887409200968,ama1-p74-384,97.82082324455206,8544877,808,19344
barcode34,Pf3D7_13_v3,1724567,1286,1725853,13.953343701399689,kelch13-p383-727,0.0,17944,0,25
barcode35,Pf3D7_11_v3,1294074,826,1294900,2896.4358353510897,ama1-p74-384,97.57869249394672,2392456,806,5281
barcode35,Pf3D7_13_v3,1724567,1286,1725853,1135.9276827371696,kelch13-p383-727,98.21150855365474,1460803,1263,2228
barcode36,Pf3D7_11_v3,1294074,826,1294900,6427.60411622276,ama1-p74-384,97.6997578692494,5309201,807,12072
barcode36,Pf3D7_13_v3,1724567,1286,1725853,26.01166407465008,kelch13-p383-727,0.0,33451,0,61
barcode37,Pf3D7_11_v3,1294074,826,1294900,4528.225181598063,ama1-p74-384,97.57869249394672,3740314,806,8624
barcode37,Pf3D7_13_v3,1724567,1286,1725853,1.2099533437013996,kelch13-p383-727,0.0,1556,0,4
barcode38,Pf3D7_11_v3,1294074,826,1294900,8984.25181598063,ama1-p74-384,97.82082324455206,7420992,808,16504
barcode38,Pf3D7_13_v3,1724567,1286,1725853,2760.0863141524105,kelch13-p383-727,98.28926905132192,3549471,1264,5226
barcode39,Pf3D7_11_v3,1294074,826,1294900,5461.403147699758,ama1-p74-384,97.6997578692494,4511119,807,11988
barcode39,Pf3D7_13_v3,1724567,1286,1725853,67.37169517884915,kelch13-p383-727,0.0,86640,0,185
barcode40,Pf3D7_11_v3,1294074,826,1294900,5073.76392251816,ama1-p74-384,97.6997578692494,4190929,807,9912
barcode40,Pf3D7_13_v3,1724567,1286,1725853,446.98833592534993,kelch13-p383-727,97.97822706065318,574827,1260,1022
barcode41,Pf3D7_11_v3,1294074,826,1294900,4814.2615012106535,ama1-p74-384,97.57869249394672,3976580,806,8897
barcode41,Pf3D7_13_v3,1724567,1286,1725853,2498.336702954899,kelch13-p383-727,98.28926905132192,3212861,1264,5138
barcode42,Pf3D7_11_v3,1294074,826,1294900,6300.216707021792,ama1-p74-384,97.6997578692494,5203979,807,12282
barcode42,Pf3D7_13_v3,1724567,1286,1725853,2867.552099533437,kelch13-p383-727,98.28926905132192,3687672,1264,5620
barcode43,Pf3D7_11_v3,1294074,826,1294900,5589.31598062954,ama1-p74-384,97.6997578692494,4616775,807,9983
barcode43,Pf3D7_13_v3,1724567,1286,1725853,207.93312597200625,kelch13-p383-727,80.48211508553655,267402,1035,473
barcode44,Pf3D7_11_v3,1294074,826,1294900,11997.484261501211,ama1-p74-384,97.82082324455206,9909922,808,22641
barcode44,Pf3D7_13_v3,1724567,1286,1725853,1397.916796267496,kelch13-p383-727,98.21150855365474,1797721,1263,2931
barcode45,Pf3D7_11_v3,1294074,826,1294900,14754.807506053268,ama1-p74-384,97.82082324455206,12187471,808,30395
barcode45,Pf3D7_13_v3,1724567,1286,1725853,3898.671073094868,kelch13-p383-727,98.36702954898912,5013691,1265,7643
barcode46,Pf3D7_11_v3,1294074,826,1294900,3005.5181598062954,ama1-p74-384,97.57869249394672,2482558,806,5589
barcode46,Pf3D7_13_v3,1724567,1286,1725853,503.5660964230171,kelch13-p383-727,98.13374805598755,647586,1262,1075
barcode47,Pf3D7_11_v3,1294074,826,1294900,6980.101694915255,ama1-p74-384,97.82082324455206,5765564,808,12731
barcode47,Pf3D7_13_v3,1724567,1286,1725853,209.78926905132192,kelch13-p383-727,90.27993779160188,269789,1161,474
barcode48,Pf3D7_11_v3,1294074,826,1294900,6052.633171912833,ama1-p74-384,97.6997578692494,4999475,807,11828
barcode48,Pf3D7_13_v3,1724567,1286,1725853,3747.41135303266,kelch13-p383-727,98.4447900466563,4819171,1266,7259
barcode49,Pf3D7_11_v3,1294074,826,1294900,6035.307506053269,ama1-p74-384,97.6997578692494,4985164,807,11814
barcode49,Pf3D7_13_v3,1724567,1286,1725853,1382.8514774494556,kelch13-p383-727,98.21150855365474,1778347,1263,2897
barcode50,Pf3D7_11_v3,1294074,826,1294900,2528.6162227602904,ama1-p74-384,97.57869249394672,2088637,806,4991
barcode50,Pf3D7_13_v3,1724567,1286,1725853,8.918351477449455,kelch13-p383-727,0.0,11469,0,37
barcode51,Pf3D7_11_v3,1294074,826,1294900,3451.2082324455205,ama1-p74-384,97.57869249394672,2850698,806,6622
barcode51,Pf3D7_13_v3,1724567,1286,1725853,1086.804821150855,kelch13-p383-727,98.13374805598755,1397631,1262,2435
barcode52,Pf3D7_11_v3,1294074,826,1294900,2113.3728813559323,ama1-p74-384,97.57869249394672,1745646,806,4403
barcode52,Pf3D7_13_v3,1724567,1286,1725853,690.8880248833592,kelch13-p383-727,98.13374805598755,888482,1262,1479
barcode53,Pf3D7_11_v3,1294074,826,1294900,4042.18401937046,ama1-p74-384,97.57869249394672,3338844,806,7745
barcode53,Pf3D7_13_v3,1724567,1286,1725853,1846.2667185069984,kelch13-p383-727,98.21150855365474,2374299,1263,3777
barcode54,Pf3D7_11_v3,1294074,826,1294900,4707.818401937046,ama1-p74-384,97.57869249394672,3888658,806,8548
barcode54,Pf3D7_13_v3,1724567,1286,1725853,89.62752721617419,kelch13-p383-727,52.64385692068429,115261,677,224
barcode55,Pf3D7_11_v3,1294074,826,1294900,6511.777239709443,ama1-p74-384,97.82082324455206,5378728,808,12328
barcode55,Pf3D7_13_v3,1724567,1286,1725853,3637.052099533437,kelch13-p383-727,98.28926905132192,4677249,1264,6706
barcode56,Pf3D7_11_v3,1294074,826,1294900,2562.1476997578693,ama1-p74-384,97.57869249394672,2116334,806,5234
barcode56,Pf3D7_13_v3,1724567,1286,1725853,1.8732503888024885,kelch13-p383-727,0.0,2409,0,3
barcode57,Pf3D7_11_v3,1294074,826,1294900,8840.506053268766,ama1-p74-384,97.82082324455206,7302258,808,16775
barcode57,Pf3D7_13_v3,1724567,1286,1725853,581.5311041990668,kelch13-p383-727,97.97822706065318,747849,1260,1170
barcode58,Pf3D7_11_v3,1294074,826,1294900,740.2167070217918,ama1-p74-384,97.3365617433414,611419,804,1433
barcode58,Pf3D7_13_v3,1724567,1286,1725853,910.8040435458788,kelch13-p383-727,98.21150855365474,1171294,1263,1786
barcode59,Pf3D7_11_v3,1294074,826,1294900,4058.693704600484,ama1-p74-384,97.6997578692494,3352481,807,8523
barcode59,Pf3D7_13_v3,1724567,1286,1725853,3233.5396578538102,kelch13-p383-727,98.36702954898912,4158332,1265,6326
barcode60,Pf3D7_11_v3,1294074,826,1294900,3842.846246973365,ama1-p74-384,97.57869249394672,3174191,806,7165
barcode60,Pf3D7_13_v3,1724567,1286,1725853,4453.606531881804,kelch13-p383-727,98.4447900466563,5727338,1266,9132
barcode61,Pf3D7_11_v3,1294074,826,1294900,4576.443099273608,ama1-p74-384,97.57869249394672,3780142,806,8621
barcode61,Pf3D7_13_v3,1724567,1286,1725853,1533.1454121306376,kelch13-p383-727,98.21150855365474,1971625,1263,3299
barcode62,Pf3D7_11_v3,1294074,826,1294900,994.5411622276029,ama1-p74-384,97.21549636803874,821491,803,1841
barcode62,Pf3D7_13_v3,1724567,1286,1725853,1815.9416796267496,kelch13-p383-727,98.28926905132192,2335301,1264,3608
barcode63,Pf3D7_11_v3,1294074,826,1294900,2712.391041162228,ama1-p74-384,97.57869249394672,2240435,806,5107
barcode63,Pf3D7_13_v3,1724567,1286,1725853,4149.139968895801,kelch13-p383-727,98.4447900466563,5335794,1266,8283
barcode64,Pf3D7_11_v3,1294074,826,1294900,93.37772397094432,ama1-p74-384,49.63680387409201,77130,410,198
barcode64,Pf3D7_13_v3,1724567,1286,1725853,5.863919129082426,kelch13-p383-727,0.0,7541,0,12
barcode65,Pf3D7_11_v3,1294074,826,1294900,6853.481840193705,ama1-p74-384,97.6997578692494,5660976,807,13231
barcode65,Pf3D7_13_v3,1724567,1286,1725853,2594.5839813374805,kelch13-p383-727,98.28926905132192,3336635,1264,5176
barcode66,Pf3D7_11_v3,1294074,826,1294900,2311.6707021791767,ama1-p74-384,97.45762711864408,1909440,805,4331
barcode66,Pf3D7_13_v3,1724567,1286,1725853,2079.9510108864697,kelch13-p383-727,98.28926905132192,2674817,1264,4046
barcode67,Pf3D7_11_v3,1294074,826,1294900,4317.501210653753,ama1-p74-384,97.57869249394672,3566256,806,8161
barcode67,Pf3D7_13_v3,1724567,1286,1725853,1191.8219284603422,kelch13-p383-727,98.13374805598755,1532683,1262,2538
barcode68,Pf3D7_11_v3,1294074,826,1294900,8696.884987893462,ama1-p74-384,97.82082324455206,7183627,808,16465
barcode68,Pf3D7_13_v3,1724567,1286,1725853,1536.348367029549,kelch13-p383-727,98.21150855365474,1975744,1263,3326
barcode69,Pf3D7_11_v3,1294074,826,1294900,7368.6150121065375,ama1-p74-384,97.6997578692494,6086476,807,13457
barcode69,Pf3D7_13_v3,1724567,1286,1725853,1833.8359253499225,kelch13-p383-727,98.21150855365474,2358313,1263,3634
barcode70,Pf3D7_11_v3,1294074,826,1294900,2291.1585956416466,ama1-p74-384,97.57869249394672,1892497,806,4373
barcode70,Pf3D7_13_v3,1724567,1286,1725853,3597.1345256609643,kelch13-p383-727,98.4447900466563,4625915,1266,6786
barcode71,Pf3D7_11_v3,1294074,826,1294900,6036.527845036319,ama1-p74-384,97.6997578692494,4986172,807,11876
barcode71,Pf3D7_13_v3,1724567,1286,1725853,1911.048211508553,kelch13-p383-727,98.21150855365474,2457608,1263,3605
barcode72,Pf3D7_11_v3,1294074,826,1294900,3454.537530266344,ama1-p74-384,97.6997578692494,2853448,807,6846
barcode72,Pf3D7_13_v3,1724567,1286,1725853,2750.549766718507,kelch13-p383-727,98.28926905132192,3537207,1264,5274
barcode73,Pf3D7_11_v3,1294074,826,1294900,1610.3946731234869,ama1-p74-384,97.3365617433414,1330186,804,3245
barcode73,Pf3D7_13_v3,1724567,1286,1725853,3462.307931570762,kelch13-p383-727,98.4447900466563,4452528,1266,6752
barcode74,Pf3D7_11_v3,1294074,826,1294900,1535.957627118644,ama1-p74-384,97.3365617433414,1268701,804,2908
barcode74,Pf3D7_13_v3,1724567,1286,1725853,697.3180404354588,kelch13-p383-727,98.13374805598755,896751,1262,1380
barcode75,Pf3D7_11_v3,1294074,826,1294900,2548.8728813559323,ama1-p74-384,97.57869249394672,2105369,806,5017
barcode75,Pf3D7_13_v3,1724567,1286,1725853,1893.1329704510108,kelch13-p383-727,98.21150855365474,2434569,1263,3485
barcode76,Pf3D7_11_v3,1294074,826,1294900,4006.041162227603,ama1-p74-384,97.57869249394672,3308990,806,8071
barcode76,Pf3D7_13_v3,1724567,1286,1725853,231.7978227060653,kelch13-p383-727,97.4339035769829,298092,1253,531
barcode77,Pf3D7_11_v3,1294074,826,1294900,8382.181598062954,ama1-p74-384,97.82082324455206,6923682,808,15921
barcode77,Pf3D7_13_v3,1724567,1286,1725853,1048.554432348367,kelch13-p383-727,98.21150855365474,1348441,1263,2101
barcode78,Pf3D7_11_v3,1294074,826,1294900,6764.914043583535,ama1-p74-384,97.6997578692494,5587819,807,13174
barcode78,Pf3D7_13_v3,1724567,1286,1725853,2713.942457231726,kelch13-p383-727,98.28926905132192,3490130,1264,5293
barcode79,Pf3D7_11_v3,1294074,826,1294900,8868.233656174334,ama1-p74-384,97.82082324455206,7325161,808,16705
barcode79,Pf3D7_13_v3,1724567,1286,1725853,3866.248833592535,kelch13-p383-727,98.36702954898912,4971996,1265,7430
barcode80,Pf3D7_11_v3,1294074,826,1294900,5185.330508474576,ama1-p74-384,97.6997578692494,4283083,807,9741
barcode80,Pf3D7_13_v3,1724567,1286,1725853,3463.096423017107,kelch13-p383-727,98.4447900466563,4453542,1266,6522
barcode81,Pf3D7_11_v3,1294074,826,1294900,3240.5290556900727,ama1-p74-384,97.57869249394672,2676677,806,6069
barcode81,Pf3D7_13_v3,1724567,1286,1725853,4061.145412130638,kelch13-p383-727,98.4447900466563,5222633,1266,7838
barcode82,Pf3D7_11_v3,1294074,826,1294900,826.7082324455206,ama1-p74-384,97.3365617433414,682861,804,1620
barcode82,Pf3D7_13_v3,1724567,1286,1725853,1065.5233281493,kelch13-p383-727,98.21150855365474,1370263,1263,2143
barcode83,Pf3D7_11_v3,1294074,826,1294900,3666.536319612591,ama1-p74-384,97.57869249394672,3028559,806,6902
barcode83,Pf3D7_13_v3,1724567,1286,1725853,4111.283048211509,kelch13-p383-727,98.4447900466563,5287110,1266,8282
barcode84,Pf3D7_11_v3,1294074,826,1294900,1539.1150121065375,ama1-p74-384,97.45762711864408,1271309,805,2909
barcode84,Pf3D7_13_v3,1724567,1286,1725853,2528.391912908243,kelch13-p383-727,98.28926905132192,3251512,1264,5038
barcode85,Pf3D7_11_v3,1294074,826,1294900,4042.197336561743,ama1-p74-384,97.57869249394672,3338855,806,7972
barcode85,Pf3D7_13_v3,1724567,1286,1725853,2060.9665629860037,kelch13-p383-727,98.28926905132192,2650403,1264,4353
barcode86,Pf3D7_11_v3,1294074,826,1294900,3369.983050847457,ama1-p74-384,97.57869249394672,2783606,806,6127
barcode86,Pf3D7_13_v3,1724567,1286,1725853,520.6360808709176,kelch13-p383-727,97.97822706065318,669538,1260,1164
barcode87,Pf3D7_11_v3,1294074,826,1294900,4672.6598062954,ama1-p74-384,97.57869249394672,3859617,806,9204
barcode87,Pf3D7_13_v3,1724567,1286,1725853,2396.5839813374805,kelch13-p383-727,98.21150855365474,3082007,1263,5422
barcode88,Pf3D7_11_v3,1294074,826,1294900,4125.318401937046,ama1-p74-384,97.6997578692494,3407513,807,8033
barcode88,Pf3D7_13_v3,1724567,1286,1725853,4541.512441679627,kelch13-p383-727,98.4447900466563,5840385,1266,9093
unclassified,Pf3D7_11_v3,1294074,826,1294900,22918.85351089588,ama1-p74-384,98.0629539951574,18930973,810,42395
unclassified,Pf3D7_13_v3,1724567,1286,1725853,9577.667185069984,kelch13-p383-727,98.4447900466563,12316880,1266,18385
